,RK,PLAYER,TEAM,GP,PPG,FTM,FTA,total_FTM,total_FTA,FT%
1599,40,"Johnathon Jones, G",OAK,31,14.9,3.8,4.5,119,138,0.862
1600,41,"Paul Delaney III, G",UAB,4,8.8,3.3,3.3,13,13,1.0
1601,42,"Mitch Rueter, F",UCA,2,3.0,3.0,3.0,6,6,1.0
1602,43,"Ryan Toolson, G",UVU,29,23.4,5.4,5.7,156,164,0.951
1603,44,"Jamar Butler, G",OSU,32,14.5,2.5,2.7,81,86,0.942
1604,45,"Tyler Relph, G",SBON,29,11.9,2.6,2.8,75,80,0.938
1605,46,"Adam Gore, G",COR,27,10.1,2.4,2.6,65,70,0.929
1606,47,"Jaycee Carroll, G",USU,34,22.6,3.9,4.2,132,143,0.923
1607,48,"Ryne Hamblet, G",BGSU,8,12.6,2.9,3.1,23,25,0.92
1608,49,"Justin Hare, G",BEL,32,14.9,3.4,3.7,108,118,0.915
1609,50,"Julio Anthony, G",EIU,27,9.0,2.8,3.0,75,82,0.915
1610,51,"Jimmy Baron, G",URI,32,14.3,2.3,2.5,73,80,0.913
1611,52,"Jack McClinton, G",MIA,30,17.0,3.3,3.6,99,109,0.908
1612,53,"Louis Dale, G",COR,27,13.8,3.6,3.9,96,106,0.906
1613,54,"Mike Schachtner, F",GB,30,15.8,3.5,3.8,104,115,0.904
1614,55,"Josh Akognon, G",CSF,31,19.9,3.3,3.7,103,114,0.904
1615,56,"Stephen Curry, G",DAV,32,25.1,3.6,4.0,114,127,0.898
1616,57,"Deven Mitchell, F",MOST,33,14.3,4.8,5.4,159,178,0.893
1617,58,"Nick Leon, G",SPU,30,9.8,2.4,2.7,73,82,0.89
1618,59,"Garrison Carr, G",AMER,32,18.1,2.8,3.1,89,100,0.89
1619,60,"Austin Daye, F",GONZ,32,10.6,2.8,3.1,89,100,0.89
1620,61,"Craig Austrie, G",CONN,30,7.5,2.3,2.6,70,79,0.886
1621,62,"Rob McKiver, G",HOU,31,23.1,5.5,6.2,169,191,0.885
1622,63,"Domonic Tilford, G",USA,32,12.7,2.6,3.0,84,95,0.884
1623,64,"Jon Scheyer, G",DUKE,32,11.5,3.3,3.7,105,119,0.882
1624,65,"Nick Dials, G",AKR,33,11.9,3.5,4.0,117,133,0.88
1625,66,"Bobby Nash, G-F",HAW,30,13.7,2.7,3.0,80,91,0.879
1626,67,"Donald Sims, G",APP,31,11.5,3.0,3.5,94,107,0.879
1627,68,"Gal Mekel, G",WICH,31,9.3,2.3,2.6,71,81,0.877
1628,69,"Ryan Anderson, F",CAL,31,21.3,5.3,6.0,163,186,0.876
1629,70,"Darren Collison, G",UCLA,28,15.2,3.5,4.0,97,111,0.874
1630,71,"Carderro Nwoji, G",FAU,33,10.8,2.3,2.6,76,87,0.874
1631,72,"Drew Housman, G",HARV,30,10.6,3.9,4.5,117,134,0.873
1632,73,"Robert Vaden, G-F",UAB,31,21.6,3.5,4.0,109,125,0.872
1633,74,"Tywain McKee, G",COPP,33,16.6,4.4,5.1,145,167,0.868
1634,75,"Dane Brumagin, F",UMKC,30,17.1,3.3,3.8,98,113,0.867
1635,76,"Jerome Randle, G",CAL,29,11.7,2.2,2.6,64,74,0.865
1636,77,"Mike Trimboli, G",UVM,31,17.9,3.9,4.5,121,140,0.864
1637,78,"Tristan Blackwood, G",CCSU,30,16.4,2.3,2.7,70,81,0.864
1638,79,"Lance Hurdle, G",MIA,32,7.9,2.8,3.2,89,103,0.864
1639,80,"Johnathon Jones, G",OAK,31,14.9,3.8,4.5,119,138,0.862
1640,81,"Paul Delaney III, G",UAB,4,8.8,3.3,3.3,13,13,1.0
1641,82,"Mitch Rueter, F",UCA,2,3.0,3.0,3.0,6,6,1.0
1642,83,"Ryan Toolson, G",UVU,29,23.4,5.4,5.7,156,164,0.951
1643,84,"Jamar Butler, G",OSU,32,14.5,2.5,2.7,81,86,0.942
1644,85,"Tyler Relph, G",SBON,29,11.9,2.6,2.8,75,80,0.938
1645,86,"Adam Gore, G",COR,27,10.1,2.4,2.6,65,70,0.929
1646,87,"Jaycee Carroll, G",USU,34,22.6,3.9,4.2,132,143,0.923
1647,88,"Ryne Hamblet, G",BGSU,8,12.6,2.9,3.1,23,25,0.92
1648,89,"Justin Hare, G",BEL,32,14.9,3.4,3.7,108,118,0.915
1649,90,"Julio Anthony, G",EIU,27,9.0,2.8,3.0,75,82,0.915
1650,91,"Jimmy Baron, G",URI,32,14.3,2.3,2.5,73,80,0.913
1651,92,"Jack McClinton, G",MIA,30,17.0,3.3,3.6,99,109,0.908
1652,93,"Louis Dale, G",COR,27,13.8,3.6,3.9,96,106,0.906
1653,94,"Mike Schachtner, F",GB,30,15.8,3.5,3.8,104,115,0.904
1654,95,"Josh Akognon, G",CSF,31,19.9,3.3,3.7,103,114,0.904
1655,96,"Stephen Curry, G",DAV,32,25.1,3.6,4.0,114,127,0.898
1656,97,"Deven Mitchell, F",MOST,33,14.3,4.8,5.4,159,178,0.893
1657,98,"Nick Leon, G",SPU,30,9.8,2.4,2.7,73,82,0.89
1658,99,"Garrison Carr, G",AMER,32,18.1,2.8,3.1,89,100,0.89
1659,100,"Austin Daye, F",GONZ,32,10.6,2.8,3.1,89,100,0.89
1660,101,"Craig Austrie, G",CONN,30,7.5,2.3,2.6,70,79,0.886
1661,102,"Rob McKiver, G",HOU,31,23.1,5.5,6.2,169,191,0.885
1662,103,"Domonic Tilford, G",USA,32,12.7,2.6,3.0,84,95,0.884
1663,104,"Jon Scheyer, G",DUKE,32,11.5,3.3,3.7,105,119,0.882
1664,105,"Nick Dials, G",AKR,33,11.9,3.5,4.0,117,133,0.88
1665,106,"Bobby Nash, G-F",HAW,30,13.7,2.7,3.0,80,91,0.879
1666,107,"Donald Sims, G",APP,31,11.5,3.0,3.5,94,107,0.879
1667,108,"Gal Mekel, G",WICH,31,9.3,2.3,2.6,71,81,0.877
1668,109,"Ryan Anderson, F",CAL,31,21.3,5.3,6.0,163,186,0.876
1669,110,"Darren Collison, G",UCLA,28,15.2,3.5,4.0,97,111,0.874
1670,111,"Carderro Nwoji, G",FAU,33,10.8,2.3,2.6,76,87,0.874
1671,112,"Drew Housman, G",HARV,30,10.6,3.9,4.5,117,134,0.873
1672,113,"Robert Vaden, G-F",UAB,31,21.6,3.5,4.0,109,125,0.872
1673,114,"Tywain McKee, G",COPP,33,16.6,4.4,5.1,145,167,0.868
1674,115,"Dane Brumagin, F",UMKC,30,17.1,3.3,3.8,98,113,0.867
1675,116,"Jerome Randle, G",CAL,29,11.7,2.2,2.6,64,74,0.865
1676,117,"Mike Trimboli, G",UVM,31,17.9,3.9,4.5,121,140,0.864
1677,118,"Tristan Blackwood, G",CCSU,30,16.4,2.3,2.7,70,81,0.864
1678,119,"Lance Hurdle, G",MIA,32,7.9,2.8,3.2,89,103,0.864
1679,120,"Johnathon Jones, G",OAK,31,14.9,3.8,4.5,119,138,0.862
1680,1,"Ryan Toolson, G",UVU,28,23.8,6.8,7.3,190,205,0.927
1681,2,"Darren Collison, G",UCLA,33,14.5,3.2,3.5,106,116,0.914
1682,3,"Brett Harvey, G",L-MD,32,12.4,4.4,4.9,142,156,0.91
1683,4,"Josh White, G",UNT,32,11.3,3.0,3.3,96,106,0.906
1684,5,"Matt Gatens, G",IOWA,32,10.8,2.3,2.6,75,83,0.904
1685,6,"Tyler Cain, F",SDAK,4,14.8,2.3,2.5,9,10,0.9
1686,7,"Alan Voskuil, G",TTU,33,13.8,2.6,2.9,86,96,0.896
1687,8,"David Kool, G",WMU,31,17.9,5.2,5.8,161,180,0.894
1688,9,"Jodie Meeks, G",UK,33,24.2,5.9,6.6,194,217,0.894
1689,10,"Josh Akognon, G",CSF,32,23.9,4.1,4.6,132,148,0.892
1690,11,"Taylor Rochestie, G",WSU,32,13.2,2.8,3.1,89,100,0.89
1691,12,"Mike Schachtner, F",GB,32,11.5,3.7,4.1,117,132,0.886
1692,13,"Jack McClinton, G",MIA,30,19.3,3.9,4.4,116,131,0.885
1693,14,"Mikhail Torrance, G",ALA,28,10.0,2.7,3.1,76,86,0.884
1694,15,"Devin Brown, G",HC,32,5.8,2.3,2.6,73,83,0.88
1695,16,"Lester Hudson, G",UTM,31,27.3,4.7,5.3,145,165,0.879
1696,17,"Robby Ptacek, G",CCSU,30,10.0,2.4,2.7,72,82,0.878
1697,18,"Kenny Dawkins, G",LAM,25,15.2,3.4,3.9,86,98,0.878
1698,19,"Davis Baker, G",SUU,31,17.4,3.0,3.4,93,106,0.877
1699,20,"Jean Cajou, G",MSM,32,12.9,2.9,3.3,93,106,0.877
1700,21,"Greivis Vasquez, G",MD,33,17.2,3.2,3.7,107,122,0.877
1701,22,"Booker Woodfox, G",CREI,32,15.9,2.9,3.3,92,105,0.876
1702,23,"Stephen Curry, G",DAV,32,28.6,6.6,7.5,211,241,0.876
1703,24,"Tajuan Porter, G",ORE,31,15.4,3.1,3.5,95,109,0.872
1704,25,"Anthony Johnson, G",MONT,29,17.6,5.6,6.4,162,186,0.871
1705,26,"Lee Cummard, G",BYU,32,16.8,3.7,4.3,118,136,0.868
1706,27,"Malcolm Delaney, G",VT,32,18.2,6.5,7.5,209,241,0.867
1707,28,"Raye Bailey, G",SAV,28,8.3,2.8,3.2,78,90,0.867
1708,29,"Connor Frizzelle, G",RICE,32,8.7,2.2,2.6,71,82,0.866
1709,30,"Jerome Randle, G",CAL,32,18.4,4.3,5.0,139,161,0.863
1710,31,"Josh Mayo, G",UIC,30,17.0,4.0,4.6,119,138,0.862
1711,32,"Andrew Brown, G",LAF,30,13.6,2.9,3.4,87,101,0.861
1712,33,"Cavel Witter, G",CREI,33,8.1,2.6,3.1,87,101,0.861
1713,34,"Luke Babbitt, F",NEV,33,16.8,4.3,5.0,141,164,0.86
1714,35,"Donald Sims, G",APP,31,13.7,3.2,3.7,98,114,0.86
1715,36,"Jimmer Fredette, G",BYU,32,16.2,3.4,4.0,109,127,0.858
1716,37,"Josh Carter, G-F",TAMU,32,14.1,3.2,3.7,102,119,0.857
1717,38,"Tyler Hansbrough, F",UNC,28,21.4,7.4,8.7,208,243,0.856
1718,39,"Tyrese Rice, G",BC,32,17.1,5.4,6.3,172,201,0.856
1719,40,"Manny Harris, G",MICH,33,16.8,5.0,5.9,166,194,0.856
1720,41,"Al Fisher, G",KENT,33,15.2,3.8,4.4,124,145,0.855
1721,42,"Kevin Kanaskie, G",MTSU,32,11.8,3.1,3.7,100,117,0.855
1722,43,"Lawrence Westbrook, G",MINN,31,12.4,3.0,3.5,94,110,0.855
1723,44,"Trant Simpson, G",AAMU,26,16.1,5.8,6.8,150,176,0.852
1724,45,"Jeremy Chappell, G",RMU,34,16.9,2.2,2.6,74,87,0.851
1725,46,"Grayson Flittner, G",WEBB,25,14.5,2.7,3.2,68,80,0.85
1726,47,"Lorenzo Keeler, G",CP,28,12.7,3.2,3.8,90,106,0.849
1727,48,"Landon Milbourne, F",MD,33,11.6,2.2,2.6,73,86,0.849
1728,49,"Chris Harris, G",NAVY,30,15.4,3.5,4.2,106,125,0.848
1729,50,"Alex Zampier, G",YALE,27,13.2,2.9,3.4,78,92,0.848
1730,51,"Uche Echefu, F",FSU,32,8.3,2.8,3.3,89,105,0.848
1731,52,"Nick Leon, G",SPU,29,15.1,4.0,4.7,116,137,0.847
1732,53,"Rodney Foster, G",RICE,32,12.0,2.8,3.3,88,104,0.846
1733,54,"David Schneider, G",W&M;,29,14.1,2.7,3.1,77,91,0.846
1734,55,"Joe Krabbenhoft, G-F",WIS,31,8.6,2.1,2.5,66,78,0.846
1735,56,"Tyler Quinney, F",SUU,30,13.8,4.6,5.4,137,162,0.846
1736,57,"Seth Curry, G",LIB,33,20.6,3.5,4.1,115,136,0.846
1737,58,"Sharaud Curry, G",PROV,32,11.9,2.6,3.0,82,97,0.845
1738,59,"Terrence Oglesby, G",CLEM,31,13.5,2.3,2.7,71,84,0.845
1739,60,"Sam Maniscalco, G",BRAD,32,12.4,3.1,3.6,98,116,0.845
1740,61,"Reed Baker, G",FGCU,31,13.4,3.3,3.9,103,122,0.844
1741,62,"Josh Young, G",DRKE,32,15.3,5.1,6.0,162,192,0.844
1742,63,"Jaret Von Rosenberg, G",HART,33,12.8,3.3,3.9,108,128,0.844
1743,64,"Tony White Jr., G",COFC,34,11.7,2.9,3.4,97,115,0.843
1744,65,"Jarred DuBois, G",LMU,31,13.5,3.8,4.5,118,140,0.843
1745,66,"Manny Quezada, G",SF,24,10.6,2.7,3.2,64,76,0.842
1746,67,"Ben Woodside, G",NDSU,32,22.8,7.0,8.3,223,265,0.842
1747,68,"Damier Pitts, G",MRSH,32,9.7,3.0,3.5,95,113,0.841
1748,69,"A.J. Abrams, G",TEX,33,16.3,2.5,3.0,84,100,0.84
1749,70,"Stefon Jackson, G",UTEP,31,24.2,8.8,10.5,272,324,0.84
1750,71,"Ryan Schneider, F",MRST,33,15.9,3.5,4.2,115,137,0.839
1751,72,"Garrett Callahan, G",SDST,33,15.8,3.5,4.2,115,137,0.839
1752,73,"Mike Rosario, G",RUTG,32,16.2,2.3,2.7,73,87,0.839
1753,74,"Brock Young, G",ECU,30,10.6,3.3,3.9,99,118,0.839
1754,75,"Terrance Woodbury, G-F",UGA,28,14.0,2.8,3.3,78,93,0.839
1755,76,"Dominique Johnson, G",UNT,32,11.0,2.9,3.5,93,111,0.838
1756,77,"Damian Lillard, G",WEB,30,11.5,2.2,2.7,67,80,0.838
1757,78,"Derek Glasser, G",ASU,32,8.5,2.6,3.1,82,98,0.837
1758,79,"Kyle Spain, F",SDSU,32,14.1,4.0,4.8,128,153,0.837
1759,80,"Domonic Tilford, G",USA,31,16.3,2.8,3.4,87,104,0.837
1760,81,"Damian Hollis, F",GW,27,13.4,3.2,3.9,87,104,0.837
1761,82,"Donovan Morris, G",LBSU,25,14.8,3.7,4.4,92,110,0.836
1762,83,"Tyson Johnson, F",WYO,32,13.3,4.8,5.7,153,183,0.836
1763,84,"Nic Wise, G",ARIZ,32,15.1,3.3,4.0,107,128,0.836
1764,85,"B.J. Holmes, G",TAMU,32,8.8,2.2,2.7,71,85,0.835
1765,86,"Kelvin Lewis, G",HOU,32,18.0,3.5,4.2,111,133,0.835
1766,87,"Jon Scheyer, G",DUKE,34,15.0,4.9,5.9,166,199,0.834
1767,88,"Brandon Ewing, G",WYO,32,18.4,7.1,8.5,226,271,0.834
1768,89,"Michael Bramos, G-F",M-OH,30,17.9,4.0,4.8,120,144,0.833
1769,90,"Devon Moore, G",JMU,29,10.2,3.1,3.7,90,108,0.833
1770,91,"Kevin Lisch, G",SLU,31,14.1,3.5,4.2,109,131,0.832
1771,92,"James Anderson, G",OKST,33,18.6,4.0,4.8,133,160,0.831
1772,93,"Cory Higgins, G",COLO,31,17.4,5.7,6.8,176,212,0.83
1773,94,"Sam Hinnant, G",ECU,30,15.0,2.9,3.5,88,106,0.83
1774,95,"Gary Wilkinson, F",USU,34,17.1,4.7,5.7,161,194,0.83
1775,96,"Paul Graham III, G",FAU,31,18.5,3.8,4.5,117,141,0.83
1776,97,"Will Figures, G",UNCO,32,12.1,3.7,4.4,117,141,0.83
1777,98,"John Roberson, G",TTU,33,13.9,2.9,3.5,97,117,0.829
1778,99,"Chavis Holmes, G",VMI,31,22.0,5.6,6.8,174,210,0.829
1779,100,"Wesley Matthews, G",MARQ,33,18.4,6.1,7.3,200,242,0.826
1780,1,"Ryan Toolson, G",UVU,28,23.8,6.8,7.3,190,205,0.927
1781,2,"Darren Collison, G",UCLA,33,14.5,3.2,3.5,106,116,0.914
1782,3,"Brett Harvey, G",L-MD,32,12.4,4.4,4.9,142,156,0.91
1783,4,"Josh White, G",UNT,32,11.3,3.0,3.3,96,106,0.906
1784,5,"Matt Gatens, G",IOWA,32,10.8,2.3,2.6,75,83,0.904
1785,6,"Tyler Cain, F",SDAK,4,14.8,2.3,2.5,9,10,0.9
1786,7,"Alan Voskuil, G",TTU,33,13.8,2.6,2.9,86,96,0.896
1787,8,"David Kool, G",WMU,31,17.9,5.2,5.8,161,180,0.894
1788,9,"Jodie Meeks, G",UK,33,24.2,5.9,6.6,194,217,0.894
1789,10,"Josh Akognon, G",CSF,32,23.9,4.1,4.6,132,148,0.892
1790,11,"Taylor Rochestie, G",WSU,32,13.2,2.8,3.1,89,100,0.89
1791,12,"Mike Schachtner, F",GB,32,11.5,3.7,4.1,117,132,0.886
1792,13,"Jack McClinton, G",MIA,30,19.3,3.9,4.4,116,131,0.885
1793,14,"Mikhail Torrance, G",ALA,28,10.0,2.7,3.1,76,86,0.884
1794,15,"Devin Brown, G",HC,32,5.8,2.3,2.6,73,83,0.88
1795,16,"Lester Hudson, G",UTM,31,27.3,4.7,5.3,145,165,0.879
1796,17,"Robby Ptacek, G",CCSU,30,10.0,2.4,2.7,72,82,0.878
1797,18,"Kenny Dawkins, G",LAM,25,15.2,3.4,3.9,86,98,0.878
1798,19,"Davis Baker, G",SUU,31,17.4,3.0,3.4,93,106,0.877
1799,20,"Jean Cajou, G",MSM,32,12.9,2.9,3.3,93,106,0.877
1800,21,"Greivis Vasquez, G",MD,33,17.2,3.2,3.7,107,122,0.877
1801,22,"Booker Woodfox, G",CREI,32,15.9,2.9,3.3,92,105,0.876
1802,23,"Stephen Curry, G",DAV,32,28.6,6.6,7.5,211,241,0.876
1803,24,"Tajuan Porter, G",ORE,31,15.4,3.1,3.5,95,109,0.872
1804,25,"Anthony Johnson, G",MONT,29,17.6,5.6,6.4,162,186,0.871
1805,26,"Lee Cummard, G",BYU,32,16.8,3.7,4.3,118,136,0.868
1806,27,"Malcolm Delaney, G",VT,32,18.2,6.5,7.5,209,241,0.867
1807,28,"Raye Bailey, G",SAV,28,8.3,2.8,3.2,78,90,0.867
1808,29,"Connor Frizzelle, G",RICE,32,8.7,2.2,2.6,71,82,0.866
1809,30,"Jerome Randle, G",CAL,32,18.4,4.3,5.0,139,161,0.863
1810,31,"Josh Mayo, G",UIC,30,17.0,4.0,4.6,119,138,0.862
1811,32,"Andrew Brown, G",LAF,30,13.6,2.9,3.4,87,101,0.861
1812,33,"Cavel Witter, G",CREI,33,8.1,2.6,3.1,87,101,0.861
1813,34,"Luke Babbitt, F",NEV,33,16.8,4.3,5.0,141,164,0.86
1814,35,"Donald Sims, G",APP,31,13.7,3.2,3.7,98,114,0.86
1815,36,"Jimmer Fredette, G",BYU,32,16.2,3.4,4.0,109,127,0.858
1816,37,"Josh Carter, G-F",TAMU,32,14.1,3.2,3.7,102,119,0.857
1817,38,"Tyler Hansbrough, F",UNC,28,21.4,7.4,8.7,208,243,0.856
1818,39,"Tyrese Rice, G",BC,32,17.1,5.4,6.3,172,201,0.856
1819,40,"Manny Harris, G",MICH,33,16.8,5.0,5.9,166,194,0.856
1820,41,"Ryan Toolson, G",UVU,28,23.8,6.8,7.3,190,205,0.927
1821,42,"Darren Collison, G",UCLA,33,14.5,3.2,3.5,106,116,0.914
1822,43,"Brett Harvey, G",L-MD,32,12.4,4.4,4.9,142,156,0.91
1823,44,"Josh White, G",UNT,32,11.3,3.0,3.3,96,106,0.906
1824,45,"Matt Gatens, G",IOWA,32,10.8,2.3,2.6,75,83,0.904
1825,46,"Tyler Cain, F",SDAK,4,14.8,2.3,2.5,9,10,0.9
1826,47,"Alan Voskuil, G",TTU,33,13.8,2.6,2.9,86,96,0.896
1827,48,"David Kool, G",WMU,31,17.9,5.2,5.8,161,180,0.894
1828,49,"Jodie Meeks, G",UK,33,24.2,5.9,6.6,194,217,0.894
1829,50,"Josh Akognon, G",CSF,32,23.9,4.1,4.6,132,148,0.892
1830,51,"Taylor Rochestie, G",WSU,32,13.2,2.8,3.1,89,100,0.89
1831,52,"Mike Schachtner, F",GB,32,11.5,3.7,4.1,117,132,0.886
1832,53,"Jack McClinton, G",MIA,30,19.3,3.9,4.4,116,131,0.885
1833,54,"Mikhail Torrance, G",ALA,28,10.0,2.7,3.1,76,86,0.884
1834,55,"Devin Brown, G",HC,32,5.8,2.3,2.6,73,83,0.88
1835,56,"Lester Hudson, G",UTM,31,27.3,4.7,5.3,145,165,0.879
1836,57,"Robby Ptacek, G",CCSU,30,10.0,2.4,2.7,72,82,0.878
1837,58,"Kenny Dawkins, G",LAM,25,15.2,3.4,3.9,86,98,0.878
1838,59,"Davis Baker, G",SUU,31,17.4,3.0,3.4,93,106,0.877
1839,60,"Jean Cajou, G",MSM,32,12.9,2.9,3.3,93,106,0.877
1840,61,"Greivis Vasquez, G",MD,33,17.2,3.2,3.7,107,122,0.877
1841,62,"Booker Woodfox, G",CREI,32,15.9,2.9,3.3,92,105,0.876
1842,63,"Stephen Curry, G",DAV,32,28.6,6.6,7.5,211,241,0.876
1843,64,"Tajuan Porter, G",ORE,31,15.4,3.1,3.5,95,109,0.872
1844,65,"Anthony Johnson, G",MONT,29,17.6,5.6,6.4,162,186,0.871
1845,66,"Lee Cummard, G",BYU,32,16.8,3.7,4.3,118,136,0.868
1846,67,"Malcolm Delaney, G",VT,32,18.2,6.5,7.5,209,241,0.867
1847,68,"Raye Bailey, G",SAV,28,8.3,2.8,3.2,78,90,0.867
1848,69,"Connor Frizzelle, G",RICE,32,8.7,2.2,2.6,71,82,0.866
1849,70,"Jerome Randle, G",CAL,32,18.4,4.3,5.0,139,161,0.863
1850,71,"Josh Mayo, G",UIC,30,17.0,4.0,4.6,119,138,0.862
1851,72,"Andrew Brown, G",LAF,30,13.6,2.9,3.4,87,101,0.861
1852,73,"Cavel Witter, G",CREI,33,8.1,2.6,3.1,87,101,0.861
1853,74,"Luke Babbitt, F",NEV,33,16.8,4.3,5.0,141,164,0.86
1854,75,"Donald Sims, G",APP,31,13.7,3.2,3.7,98,114,0.86
1855,76,"Jimmer Fredette, G",BYU,32,16.2,3.4,4.0,109,127,0.858
1856,77,"Josh Carter, G-F",TAMU,32,14.1,3.2,3.7,102,119,0.857
1857,78,"Tyler Hansbrough, F",UNC,28,21.4,7.4,8.7,208,243,0.856
1858,79,"Tyrese Rice, G",BC,32,17.1,5.4,6.3,172,201,0.856
1859,80,"Manny Harris, G",MICH,33,16.8,5.0,5.9,166,194,0.856
1860,81,"Ryan Toolson, G",UVU,28,23.8,6.8,7.3,190,205,0.927
1861,82,"Darren Collison, G",UCLA,33,14.5,3.2,3.5,106,116,0.914
1862,83,"Brett Harvey, G",L-MD,32,12.4,4.4,4.9,142,156,0.91
1863,84,"Josh White, G",UNT,32,11.3,3.0,3.3,96,106,0.906
1864,85,"Matt Gatens, G",IOWA,32,10.8,2.3,2.6,75,83,0.904
1865,86,"Tyler Cain, F",SDAK,4,14.8,2.3,2.5,9,10,0.9
1866,87,"Alan Voskuil, G",TTU,33,13.8,2.6,2.9,86,96,0.896
1867,88,"David Kool, G",WMU,31,17.9,5.2,5.8,161,180,0.894
1868,89,"Jodie Meeks, G",UK,33,24.2,5.9,6.6,194,217,0.894
1869,90,"Josh Akognon, G",CSF,32,23.9,4.1,4.6,132,148,0.892
1870,91,"Taylor Rochestie, G",WSU,32,13.2,2.8,3.1,89,100,0.89
1871,92,"Mike Schachtner, F",GB,32,11.5,3.7,4.1,117,132,0.886
1872,93,"Jack McClinton, G",MIA,30,19.3,3.9,4.4,116,131,0.885
1873,94,"Mikhail Torrance, G",ALA,28,10.0,2.7,3.1,76,86,0.884
1874,95,"Devin Brown, G",HC,32,5.8,2.3,2.6,73,83,0.88
1875,96,"Lester Hudson, G",UTM,31,27.3,4.7,5.3,145,165,0.879
1876,97,"Robby Ptacek, G",CCSU,30,10.0,2.4,2.7,72,82,0.878
1877,98,"Kenny Dawkins, G",LAM,25,15.2,3.4,3.9,86,98,0.878
1878,99,"Davis Baker, G",SUU,31,17.4,3.0,3.4,93,106,0.877
1879,100,"Jean Cajou, G",MSM,32,12.9,2.9,3.3,93,106,0.877
1880,101,"Greivis Vasquez, G",MD,33,17.2,3.2,3.7,107,122,0.877
1881,102,"Booker Woodfox, G",CREI,32,15.9,2.9,3.3,92,105,0.876
1882,103,"Stephen Curry, G",DAV,32,28.6,6.6,7.5,211,241,0.876
1883,104,"Tajuan Porter, G",ORE,31,15.4,3.1,3.5,95,109,0.872
1884,105,"Anthony Johnson, G",MONT,29,17.6,5.6,6.4,162,186,0.871
1885,106,"Lee Cummard, G",BYU,32,16.8,3.7,4.3,118,136,0.868
1886,107,"Malcolm Delaney, G",VT,32,18.2,6.5,7.5,209,241,0.867
1887,108,"Raye Bailey, G",SAV,28,8.3,2.8,3.2,78,90,0.867
1888,109,"Connor Frizzelle, G",RICE,32,8.7,2.2,2.6,71,82,0.866
1889,110,"Jerome Randle, G",CAL,32,18.4,4.3,5.0,139,161,0.863
1890,111,"Josh Mayo, G",UIC,30,17.0,4.0,4.6,119,138,0.862
1891,112,"Andrew Brown, G",LAF,30,13.6,2.9,3.4,87,101,0.861
1892,113,"Cavel Witter, G",CREI,33,8.1,2.6,3.1,87,101,0.861
1893,114,"Luke Babbitt, F",NEV,33,16.8,4.3,5.0,141,164,0.86
1894,115,"Donald Sims, G",APP,31,13.7,3.2,3.7,98,114,0.86
1895,116,"Jimmer Fredette, G",BYU,32,16.2,3.4,4.0,109,127,0.858
1896,117,"Josh Carter, G-F",TAMU,32,14.1,3.2,3.7,102,119,0.857
1897,118,"Tyler Hansbrough, F",UNC,28,21.4,7.4,8.7,208,243,0.856
1898,119,"Tyrese Rice, G",BC,32,17.1,5.4,6.3,172,201,0.856
1899,120,"Manny Harris, G",MICH,33,16.8,5.0,5.9,166,194,0.856
1900,1,"Donald Sims, G",APP,34,20.0,4.8,5.0,162,170,0.953
1901,2,"Jerome Randle, G",CAL,33,18.7,3.9,4.2,130,139,0.935
1902,3,"Larry Wright, G",OAK,34,11.1,2.5,2.7,85,92,0.924
1903,4,"Clevin Hannah, G",WICH,31,12.1,2.7,3.0,85,93,0.914
1904,5,"Luke Babbitt, F",NEV,32,22.1,5.6,6.2,180,198,0.909
1905,6,"Paul George, G-F",FRES,29,16.8,4.1,4.6,120,132,0.909
1906,7,"Tyler Haws, G",BYU,33,11.3,3.0,3.3,100,110,0.909
1907,8,"Dominic Waters, G",PRST,32,18.6,4.3,4.8,138,153,0.902
1908,9,"Robbie Hummel, F",PUR,27,15.7,4.1,4.5,110,122,0.902
1909,10,"Jared Quayle, G",USU,34,12.5,2.4,2.7,82,91,0.901
1910,11,"Bryan Sherrer, G",USA,28,10.6,3.3,3.6,91,101,0.901
1911,12,"J'Covan Brown, G",TEX,32,9.3,2.5,2.8,79,88,0.898
1912,13,"David Kool, G",WMU,33,21.6,6.3,7.1,209,233,0.897
1913,14,"Jimmer Fredette, G",BYU,32,21.7,6.4,7.2,206,230,0.896
1914,15,"T.J. Campbell, G",PORT,31,13.5,3.5,3.9,109,122,0.893
1915,16,"Brett Harvey, G",L-MD,25,12.5,3.6,4.0,89,100,0.89
1916,17,"Ashton Gibbs, G",PITT,32,15.8,4.0,4.5,129,145,0.89
1917,18,"Adrian Oliver, G",SJSU,31,22.5,6.1,6.8,188,212,0.887
1918,19,"Johnny Wolf, G",UNCW,31,7.9,2.3,2.5,70,79,0.886
1919,20,"Justin Robinson, G",RID,33,13.3,2.5,2.8,83,94,0.883
1920,21,"Anthony Johnson, G",MONT,31,19.6,6.4,7.3,198,225,0.88
1921,22,"Nic Wise, G",ARIZ,31,14.4,4.4,5.0,137,156,0.878
1922,23,"Jon Scheyer, G",DUKE,34,18.6,4.9,5.6,168,192,0.875
1923,24,"Sharaud Curry, G",PROV,31,15.5,4.1,4.6,126,144,0.875
1924,25,"Jeremy Granger, G",EIU,31,10.3,2.7,3.1,84,96,0.875
1925,26,"Eugene Harris, G",HP,30,14.0,2.3,2.7,70,80,0.875
1926,27,"Jared Mintz, F",LAF,31,14.1,4.2,4.8,131,150,0.873
