,PLAYER,TEAM,GP,MPG,AST,APG,TO,TOPG,AP40M,AST/TO,RK
97,"Travis Walton, G",MSU,33,23.5,147,4.5,58,1.8,7.6,2.53,98
98,"Giordan Watson, G",CMU,31,33.2,138,4.5,84,2.7,5.4,1.64,99
99,"Chris Warren, G",MISS,31,31.2,138,4.5,89,2.9,5.7,1.55,100
100,"Kyle Weaver, G",WSU,32,32.9,142,4.4,89,2.8,5.4,1.60,101
101,"Marquis Hall, G",LEH,29,31.0,128,4.4,71,2.4,5.7,1.80,102
102,"Junard Hartley, G",CAMP,30,28.5,132,4.4,80,2.7,6.2,1.65,103
103,"Eric Hayes, G",MD,29,33.6,127,4.4,69,2.4,5.2,1.84,104
104,"David Devezin, G",MRST,32,34.2,139,4.3,66,2.1,5.1,2.11,105
105,"Brian Rudolph, G",L-MD,33,28.0,143,4.3,80,2.4,6.2,1.79,106
106,"Russell Westbrook, G",UCLA,34,33.8,147,4.3,83,2.4,5.1,1.77,107
107,"Pat Doherty, G",HC,25,28.7,108,4.3,72,2.9,6.0,1.50,108
108,"Drew Lavender, G",XAV,32,30.4,138,4.3,55,1.7,5.7,2.51,109
109,"Nick Dials, G",AKR,33,31.6,142,4.3,73,2.2,5.4,1.95,110
110,"George Hill, G",IUPU,32,36.8,137,4.3,94,2.9,4.6,1.46,111
111,"Mark Tyndale, G",TEM,33,37.4,141,4.3,114,3.5,4.6,1.24,112
112,"Dominic James, G",MARQ,33,30.1,141,4.3,72,2.2,5.7,1.96,113
113,"Michael Thompson, G",NW,30,35.5,128,4.3,65,2.2,4.8,1.97,114
114,"Dwayne Johnson, G",UNCG,30,31.5,128,4.3,57,1.9,5.4,2.25,115
115,"Russell Robinson, G",KU,34,27.6,145,4.3,66,1.9,6.2,2.20,116
116,"Pierre Curtis, G",JMU,27,30.6,114,4.2,74,2.7,5.5,1.54,117
117,"Spencer Stewart, G",UIC,27,25.6,114,4.2,71,2.6,6.6,1.61,118
118,"Mike Robinson, G",EIU,9,25.7,38,4.2,21,2.3,6.6,1.81,119
119,"Chris Gaynor, G",WIN,33,32.7,138,4.2,56,1.7,5.1,2.46,120
0,"Johnathon Jones, G",OAK,34,37.7,266,7.8,111,3.3,8.3,2.40,1
1,"Levance Fields, G",PITT,32,32.0,244,7.6,63,2.0,9.5,3.87,2
2,"Brock Young, G",ECU,30,33.0,227,7.6,93,3.1,9.2,2.44,3
3,"DiJuan Harris, G",CHAR,31,37.0,223,7.2,76,2.5,7.8,2.93,4
4,"Ashton Mitchell, G",SHSU,30,30.2,205,6.8,106,3.5,9.0,1.93,5
5,"Brandon Brooks, G",ALST,31,35.4,210,6.8,100,3.2,7.7,2.10,6
6,"Jonny Flynn, G",SYR,35,37.2,234,6.7,115,3.3,7.2,2.03,7
7,"Ty Lawson, G",UNC,30,29.4,196,6.5,59,2.0,8.9,3.32,8
8,"Chris Lowe, G",UMASS,30,30.4,193,6.4,121,4.0,8.5,1.60,9
9,"John Roberson, G",TTU,33,35.2,212,6.4,116,3.5,7.3,1.83,10
10,"Nick Calathes, G",FLA,33,33.2,211,6.4,110,3.3,7.7,1.92,11
11,"David Holston, G",CHS,32,34.9,204,6.4,131,4.1,7.3,1.56,12
12,"Ben Woodside, G",NDSU,32,34.3,202,6.3,98,3.1,7.4,2.06,13
13,"Ronald Moore, G",SIE,33,32.2,208,6.3,74,2.2,7.8,2.81,14
14,"Julyan Stone, G",UTEP,31,33.3,191,6.2,66,2.1,7.4,2.89,15
15,"Eric Maynor, G",VCU,33,35.4,203,6.2,99,3.0,7.0,2.05,16
16,"Jay Greene, G",UMBC,31,39.6,187,6.0,72,2.3,6.1,2.60,17
17,"Courtney Fortson, G",ARK,29,32.8,172,5.9,128,4.4,7.2,1.34,18
18,"Mac Hopson, G",IDHO,31,34.2,182,5.9,91,2.9,6.9,2.00,19
19,"Michael Vogler, G",TROY,29,31.5,169,5.8,78,2.7,7.4,2.17,20
20,"Aaron Jackson, G",DUQ,33,36.5,190,5.8,97,2.9,6.3,1.96,21
21,"Stephen Curry, G",DAV,32,33.5,181,5.7,113,3.5,6.7,1.60,22
22,"Nick Weiermiller, G",TRGV,27,35.7,152,5.6,83,3.1,6.3,1.83,23
23,"Byron Eaton, G",OKST,33,31.4,182,5.5,114,3.5,7.0,1.60,24
24,"Cedric Jackson, G",CLEV,35,33.1,190,5.4,126,3.6,6.6,1.51,25
25,"Anthony Nelson, G",NIAG,33,33.9,179,5.4,72,2.2,6.4,2.49,26
26,"Tyrese Rice, G",BC,32,33.3,172,5.4,119,3.7,6.4,1.45,27
27,"Cameron Tyler, G",FDU,30,35.4,160,5.3,129,4.3,6.0,1.24,28
28,"Corey Jefferson, G",TXST,30,26.9,159,5.3,56,1.9,7.9,2.84,29
29,"Chester Frazier, G",ILL,31,33.2,164,5.3,68,2.2,6.4,2.41,30
30,"Amir Johnson, G",RAD,32,36.3,169,5.3,106,3.3,5.8,1.59,31
31,"A.J. Rompza, G",UCF,29,26.5,150,5.2,63,2.2,7.8,2.38,32
32,"Brandon Ewing, G",WYO,32,38.3,164,5.1,86,2.7,5.4,1.91,33
33,"Dominic James, G",MARQ,28,31.9,143,5.1,53,1.9,6.4,2.70,34
34,"Mark Payne, G",UCD,29,33.1,148,5.1,63,2.2,6.2,2.35,35
35,"Terrence Williams, F",LOU,33,34.0,168,5.1,78,2.4,6.0,2.15,36
36,"Jeremy Pargo, G",GONZ,31,29.8,157,5.1,77,2.5,6.8,2.04,37
37,"Greivis Vasquez, G",MD,33,34.5,167,5.1,93,2.8,5.9,1.80,38
38,"Cale Nelson, G",SFU,29,33.6,146,5.0,89,3.1,6.0,1.64,39
39,"Alex Renfroe, G",BEL,31,30.2,156,5.0,115,3.7,6.7,1.36,40
40,"Tory Jackson, G",ND,32,33.9,161,5.0,78,2.4,5.9,2.06,41
41,"Sherron Collins, G",KU,32,34.9,161,5.0,107,3.3,5.8,1.50,42
42,"Diante Garrett, G",ISU,32,32.9,161,5.0,97,3.0,6.1,1.66,43
43,"Delrico Lane, G",UTM,31,28.1,155,5.0,78,2.5,7.1,1.99,44
44,"Brian Johnson, G",DEL,32,34.3,159,5.0,78,2.4,5.8,2.04,45
45,"Iman Shumpert, G",GT,31,31.6,154,5.0,116,3.7,6.3,1.33,46
46,"Zack Rosen, G",PENN,28,31.1,139,5.0,70,2.5,6.4,1.99,47
47,"Darren Collison, G",UCLA,33,31.5,163,4.9,79,2.4,6.3,2.06,48
48,"Jerome Randle, G",CAL,32,35.1,158,4.9,92,2.9,5.6,1.72,49
49,"Eugene Harvey, G",HALL,32,34.0,158,4.9,92,2.9,5.8,1.72,50
50,"DeAndre Bray, G",JVST,28,29.6,138,4.9,64,2.3,6.7,2.16,51
51,"Jermaine Bolden, G",MORG,34,33.5,166,4.9,92,2.7,5.8,1.80,52
52,"Talor Battle, G",PSU,33,37.1,161,4.9,79,2.4,5.3,2.04,53
53,"Scott Machado, G",IONA,31,27.0,150,4.8,104,3.4,7.2,1.44,54
54,"Shemik Thompson, G",CCSU,28,34.6,135,4.8,106,3.8,5.6,1.27,55
55,"T.J. Campbell, G",PORT,31,30.7,149,4.8,82,2.6,6.3,1.82,56
56,"Mike Trimboli, G",UVM,30,35.3,144,4.8,83,2.8,5.4,1.73,57
57,"Dave Singleton, G",HP,30,27.1,144,4.8,108,3.6,7.1,1.33,58
58,"Alex Tucker, G",FAU,29,29.6,139,4.8,90,3.1,6.5,1.54,59
59,"Derek Glasser, G",ASU,32,32.7,153,4.8,69,2.2,5.9,2.22,60
60,"Spencer Stewart, G",UIC,25,28.0,119,4.8,76,3.0,6.8,1.57,61
61,"A.J. Price, G",CONN,30,31.7,142,4.7,79,2.6,6.0,1.80,62
62,"Justin Graham, G",SJSU,30,33.9,142,4.7,112,3.7,5.6,1.27,63
63,"Jio Fontan, G",FOR,28,34.6,132,4.7,102,3.6,5.4,1.29,64
64,"Anthony Thomas, G",BSU,31,30.4,146,4.7,100,3.2,6.2,1.46,65
65,"Nate Rohnert, G-F",DEN,31,37.0,146,4.7,105,3.4,5.1,1.39,66
66,"Curtis Jerrells, G",BAY,34,34.6,160,4.7,105,3.1,5.4,1.52,67
67,"Daniel Hackett, G",USC,33,37.2,155,4.7,108,3.3,5.1,1.44,68
68,"Jeremy Wise, G",USM,32,35.7,150,4.7,102,3.2,5.3,1.47,69
69,"Kaylon Williams, G",EVAN,30,29.3,140,4.7,76,2.5,6.4,1.84,70
70,"Taylor Rochestie, G",WSU,32,36.7,149,4.7,73,2.3,5.1,2.04,71
71,"Deonta Vaughn, G",CIN,32,35.8,149,4.7,107,3.3,5.2,1.39,72
72,"Christopher Jones, G",PV,33,32.9,153,4.6,74,2.2,5.6,2.07,73
73,"Demetri McCamey, G",ILL,33,30.4,152,4.6,79,2.4,6.1,1.92,74
74,"Darryl Shazier, G",BUCK,30,36.1,138,4.6,67,2.2,5.1,2.06,75
75,"Emanuel Mayben, G",BING,31,33.0,142,4.6,104,3.4,5.6,1.37,76
76,"Nic Wise, G",ARIZ,32,36.3,146,4.6,90,2.8,5.0,1.62,77
77,"Chase Adams, G",CENT,31,34.5,141,4.5,63,2.0,5.3,2.24,78
78,"Devan Downey, G",SC,30,32.9,136,4.5,102,3.4,5.5,1.33,79
79,"Rodney Foster, G",RICE,32,31.7,145,4.5,80,2.5,5.7,1.81,80
80,"Garrett Williamson, G",JOES,32,34.1,145,4.5,72,2.3,5.3,2.01,81
81,"Brian Rudolph, G",L-MD,32,30.8,145,4.5,78,2.4,5.9,1.86,82
82,"J.P. Primm, G",UNCA,31,27.6,139,4.5,92,3.0,6.5,1.51,83
83,"Darius James, G",ODU,31,31.7,138,4.5,64,2.1,5.6,2.16,84
84,"Mitch Johnson, G",STAN,29,29.1,129,4.4,71,2.4,6.1,1.82,85
85,"Kalin Lucas, G",MSU,32,31.9,142,4.4,66,2.1,5.6,2.15,86
86,"Chad Tomko, G",UNCW,32,31.9,142,4.4,87,2.7,5.6,1.63,87
87,"Jacques Streeter, G",CSF,32,32.5,142,4.4,60,1.9,5.5,2.37,88
88,"Jaytornah Wisseh, G",LIU,30,34.8,133,4.4,96,3.2,5.1,1.39,89
89,"P.J. Turner, G",TRGV,21,27.7,93,4.4,71,3.4,6.4,1.31,90
90,"Manny Harris, G",MICH,33,33.2,145,4.4,105,3.2,5.3,1.38,91
91,"James Hett, G",MONM,28,30.2,123,4.4,57,2.0,5.8,2.16,92
92,"Derrick Mercer, G",AMER,31,37.2,136,4.4,68,2.2,4.7,2.00,93
93,"Hernst Laroche, G",NMSU,32,30.8,139,4.3,56,1.8,5.6,2.48,94
94,"Dee Bost, G",MSST,35,31.6,152,4.3,100,2.9,5.5,1.52,95
95,"London Warren, G",DAY,33,21.2,143,4.3,62,1.9,8.2,2.31,96
96,"Junard Hartley, G",CAMP,30,24.5,130,4.3,71,2.4,7.1,1.83,97
97,"Travis Holmes, G",VMI,27,31.5,117,4.3,81,3.0,5.5,1.44,98
98,"Tasheed Carr, G",JOES,31,34.9,134,4.3,78,2.5,5.0,1.72,99
99,"Joe Dukes, G",GAST,31,32.1,134,4.3,83,2.7,5.4,1.61,100
0,"Ronald Moore, G",SIE,33,35.9,256,7.8,96,2.9,8.6,2.67,1
1,"Demetri McCamey, G",ILL,33,34.1,223,6.8,112,3.4,7.9,1.99,2
2,"Johnathon Jones, G",OAK,34,36.7,219,6.4,105,3.1,7.0,2.09,3
3,"John Wall, G",UK,33,35.0,210,6.4,133,4.0,7.3,1.58,4
4,"Greivis Vasquez, G",MD,31,33.7,194,6.3,106,3.4,7.4,1.83,5
5,"Tweety Carter, G",BAY,28,36.4,171,6.1,75,2.7,6.7,2.28,6
6,"Ish Smith, G",WAKE,29,36.7,174,6.0,84,2.9,6.5,2.07,7
7,"Larry Drew II, G",UNC,32,28.3,191,6.0,102,3.2,8.5,1.87,8
8,"Junard Hartley, G",CAMP,30,29.9,178,5.9,93,3.1,7.9,1.91,9
9,"Evan Turner, G-F",OSU,28,35.4,166,5.9,117,4.2,6.7,1.42,10
10,"Ronnie Moss, G",TCU,32,33.5,189,5.9,120,3.8,7.1,1.58,11
11,"Raymond Taylor, G",FAU,30,32.7,177,5.9,93,3.1,7.2,1.90,12
12,"D.J. Cooper, G",OHIO,35,35.3,205,5.9,92,2.6,6.6,2.23,13
13,"O.J. Avworo, G",NAVY,29,34.0,169,5.8,82,2.8,6.9,2.06,14
14,"Joey Rodriguez, G",VCU,31,32.9,180,5.8,79,2.5,7.1,2.28,15
15,"Amir Johnson, G",RAD,29,33.1,166,5.7,68,2.3,6.9,2.44,16
16,"Jaytornah Wisseh, G",LIU,29,36.0,165,5.7,122,4.2,6.3,1.35,17
17,"Frank Turner, G",CAN,32,38.3,182,5.7,106,3.3,5.9,1.72,18
18,"Marquis Hall, G",LEH,32,31.4,182,5.7,70,2.2,7.2,2.60,19
19,"Armon Johnson, G",NEV,32,34.3,181,5.7,109,3.4,6.6,1.66,20
20,"Vernon Teel, G",LMU,33,35.0,185,5.6,115,3.5,6.4,1.61,21
21,"John Roberson, G",TTU,32,35.8,178,5.6,87,2.7,6.2,2.05,22
22,"Michael Vogler, G",TROY,32,34.8,178,5.6,76,2.4,6.4,2.34,23
23,"J.P. Primm, G",UNCA,31,31.5,172,5.5,116,3.7,7.0,1.48,24
24,"Brock Young, G",ECU,31,34.9,171,5.5,134,4.3,6.3,1.28,25
25,"T.J. Campbell, G",PORT,31,32.5,170,5.5,94,3.0,6.8,1.81,26
26,"Willie Powers, G",GASO,32,32.4,175,5.5,118,3.7,6.8,1.48,27
27,"Julyan Stone, G",UTEP,32,30.6,173,5.4,65,2.0,7.1,2.66,28
28,"Mike Scott, G",FDU,32,35.8,173,5.4,117,3.7,6.0,1.48,29
29,"Kevin White, G",UMES,32,34.2,172,5.4,132,4.1,6.3,1.30,30
30,"Tory Jackson, G",ND,34,37.4,181,5.3,68,2.0,5.7,2.66,31
31,"Mickey McConnell, G",SMC,31,35.8,165,5.3,69,2.2,5.9,2.39,32
32,"John Boyer, G",BUFF,30,33.7,159,5.3,43,1.4,6.3,3.70,33
33,"Dee Bost, G",MSST,34,34.9,178,5.2,113,3.3,6.0,1.58,34
34,"Christopher Jones, G",PV,24,34.6,125,5.2,66,2.8,6.0,1.89,35
35,"Mac Hopson, G",IDHO,30,30.9,155,5.2,95,3.2,6.7,1.63,36
36,"Josh Slater, G",LIP,30,30.7,155,5.2,87,2.9,6.7,1.78,37
37,"Kemba Walker, G",CONN,32,35.2,165,5.2,96,3.0,5.9,1.72,38
38,"Derek Needham, G",FAIR,32,36.2,165,5.2,120,3.8,5.7,1.38,39
39,"Diante Garrett, G",ISU,32,31.6,164,5.1,82,2.6,6.5,2.00,40
40,"Preston Blackman, G",SAV,26,30.5,133,5.1,95,3.7,6.7,1.40,41
41,"Chris De La Rosa, G",UMBC,30,33.6,153,5.1,70,2.3,6.1,2.19,42
42,"Mikhail Torrance, G",ALA,32,32.6,162,5.1,86,2.7,6.2,1.88,43
43,"Ashton Mitchell, G",SHSU,32,28.8,162,5.1,87,2.7,7.0,1.86,44
44,"Kevin Dillard, G",SIU,29,28.9,146,5.0,72,2.5,7.0,2.03,45
45,"Jon Scheyer, G",DUKE,34,36.6,170,5.0,58,1.7,5.5,2.93,46
46,"Anthony Nelson, G",NIAG,33,35.4,165,5.0,86,2.6,5.7,1.92,47
47,"Andy Rautins, G",SYR,32,32.3,159,5.0,88,2.8,6.1,1.81,48
48,"Tommy Mason-Griffin, G",OKLA,31,35.7,154,5.0,87,2.8,5.6,1.77,49
49,"Brandon Shingles, G",MORE,30,28.1,148,4.9,72,2.4,7.0,2.06,50
50,"Erving Walker, G",FLA,33,32.6,162,4.9,78,2.4,6.0,2.08,51
51,"Jesse Sanders, G",LIB,31,32.3,152,4.9,101,3.3,6.1,1.50,52
52,"Desmond Wade, G",HOU,34,26.8,166,4.9,62,1.8,7.3,2.68,53
53,"Spencer Stewart, G",UIC,25,32.5,122,4.9,79,3.2,6.0,1.54,54
54,"Jawan Carter, G",DEL,31,39.2,151,4.9,93,3.0,5.0,1.62,55
55,"Aaron Johnson, G",UAB,31,35.6,150,4.8,82,2.6,5.4,1.83,56
56,"Aamir McCleary, G",SIUE,24,30.9,116,4.8,84,3.5,6.3,1.38,57
57,"Keegan Bell, G",CHAT,33,29.7,159,4.8,93,2.8,6.5,1.71,58
58,"Casper Ware, G",LBSU,33,33.2,159,4.8,102,3.1,5.8,1.56,59
59,"Michael Glasker, G",NCCU,26,34.1,125,4.8,89,3.4,5.6,1.40,60
60,"Justin Graham, G",SJSU,31,35.2,149,4.8,96,3.1,5.5,1.55,61
61,"Louis Dale, G",COR,28,28.0,134,4.8,60,2.1,6.8,2.23,62
62,"Oscar Bellfield, G",UNLV,33,28.2,157,4.8,65,2.0,6.8,2.42,63
63,"Derek Glasser, G",ASU,32,32.8,152,4.8,69,2.2,5.8,2.20,64
64,"Jacques Streeter, G",CSF,31,34.9,147,4.7,72,2.3,5.4,2.04,65
65,"Dominic Waters, G",PRST,32,33.7,151,4.7,113,3.5,5.6,1.34,66
66,"Jimmer Fredette, G",BYU,32,30.5,151,4.7,83,2.6,6.2,1.82,67
67,"John Ashworth, G",IUPU,34,32.8,160,4.7,71,2.1,5.7,2.25,68
68,"Alex Tucker, G",FAU,30,25.6,141,4.7,63,2.1,7.3,2.24,69
69,"James Hett, G",MONM,31,32.6,145,4.7,62,2.0,5.7,2.34,70
70,"Clevin Hannah, G",WICH,31,29.9,145,4.7,64,2.1,6.3,2.27,71
71,"Courtney Stanley, G",L-IL,30,31.5,140,4.7,102,3.4,5.9,1.37,72
72,"Brad Wanamaker, G",PITT,32,32.4,149,4.7,87,2.7,5.7,1.71,73
73,"Damier Pitts, G",MRSH,29,27.2,135,4.7,72,2.5,6.9,1.88,74
74,"Ben Uzoh, G",TLSA,34,34.4,158,4.6,78,2.3,5.4,2.03,75
75,"A.J. Rompza, G",UCF,31,31.5,144,4.6,65,2.1,5.9,2.22,76
76,"DiJuan Harris, G",CHAR,31,33.4,143,4.6,66,2.1,5.5,2.17,77
77,"Darington Hobson, G",UNM,33,33.5,152,4.6,98,3.0,5.5,1.55,78
78,"Eugene Harvey, G",HALL,29,25.7,133,4.6,69,2.4,7.2,1.93,79
79,"Jerrell Thompson, G",SHU,29,29.8,133,4.6,69,2.4,6.2,1.93,80
80,"Kendall Cutler, G",SDAK,29,25.2,133,4.6,89,3.1,7.3,1.49,81
81,"James Florence, G",MER,31,33.1,142,4.6,116,3.7,5.5,1.22,82
82,"Steven Shepp, G",FRES,32,30.6,146,4.6,71,2.2,6.0,2.06,83
83,"Vincent Council, G",PROV,31,27.6,141,4.5,73,2.4,6.6,1.93,84
84,"Matthew Dellavedova, G",SMC,31,36.1,141,4.5,59,1.9,5.0,2.39,85
85,"Edgar Sosa, G",LOU,32,27.5,145,4.5,85,2.7,6.6,1.71,86
86,"Mike Douglas, G",WMU,33,27.4,149,4.5,82,2.5,6.6,1.82,87
87,"Reggie Jackson, G",BC,31,30.1,139,4.5,80,2.6,6.0,1.74,88
88,"Scoop Jardine, G",SYR,32,22.1,143,4.5,61,1.9,8.1,2.34,89
89,"Elijah Muhammad, G",TNTC,32,32.1,143,4.5,100,3.1,5.6,1.43,90
90,"Devin Gibson, G",UTSA,30,35.1,134,4.5,70,2.3,5.1,1.91,91
91,"Jerome Randle, G",CAL,33,34.7,147,4.5,117,3.5,5.1,1.26,92
92,"Dominique Shellman, G",JVST,29,25.5,129,4.4,87,3.0,7.0,1.48,93
93,"Sherron Collins, G",KU,34,32.8,151,4.4,79,2.3,5.4,1.91,94
94,"Glen Dean, G",EWU,30,30.3,133,4.4,100,3.3,5.9,1.33,95
95,"Jeremy Lin, G",HARV,28,32.1,124,4.4,88,3.1,5.5,1.41,96
96,"Zack Rosen, G",PENN,28,37.1,124,4.4,92,3.3,4.8,1.35,97
97,"Norris Cole, G",CLEV,33,34.2,146,4.4,91,2.8,5.2,1.60,98
98,"Ben Hansbrough, G",ND,34,35.3,150,4.4,62,1.8,5.0,2.42,99
99,"Brigham Waginger, G",WCU,33,34.0,145,4.4,64,1.9,5.2,2.27,100
0,"Aaron Johnson, G",UAB,30,36.4,232,7.7,104,3.5,8.5,2.23,1
1,"D.J. Cooper, G",OHIO,33,35.6,249,7.5,113,3.4,8.5,2.20,2
2,"Scott Machado, G",IONA,33,34.2,248,7.5,118,3.6,8.8,2.10,3
3,"Hank Thorns, G",TCU,32,33.8,225,7.0,83,2.6,8.3,2.71,4
4,"Darius Morris, G",MICH,33,34.9,220,6.7,99,3.0,7.6,2.22,5
5,"Will Weathers, G",TROY,27,37.0,178,6.6,110,4.1,7.1,1.62,6
6,"Zac Swansey, G",TNTC,32,32.8,207,6.5,113,3.5,7.9,1.83,7
7,"Kevin Galloway, F",TXSO,31,37.2,192,6.2,158,5.1,6.7,1.22,8
8,"Diante Garrett, G",ISU,32,36.7,195,6.1,106,3.3,6.6,1.84,9
9,"Chris Long, G",ELON,31,33.7,188,6.1,69,2.2,7.2,2.72,10
10,"Nate Wolters, G",SDST,31,33.2,188,6.1,69,2.2,7.3,2.72,11
11,"Demetri McCamey, G",ILL,32,33.3,194,6.1,90,2.8,7.3,2.16,12
12,"Mickey McConnell, G",SMC,33,36.9,200,6.1,78,2.4,6.6,2.56,13
13,"Chris De La Rosa, G",UMBC,30,35.8,181,6.0,85,2.8,6.7,2.13,14
14,"Isaiah Thomas, G",WASH,33,31.8,198,6.0,99,3.0,7.6,2.00,15
15,"Jay Threatt, G",DSU,30,35.7,179,6.0,67,2.2,6.7,2.67,16
16,"Brandyn Curry, G",HARV,29,33.9,172,5.9,75,2.6,7.0,2.29,17
17,"Vincent Council, G",PROV,32,36.3,189,5.9,106,3.3,6.5,1.78,18
18,"Bryce Cartwright, G",IOWA,31,31.1,182,5.9,102,3.3,7.6,1.78,19
19,"Kendall Marshall, G",UNC,33,23.4,191,5.8,81,2.5,9.9,2.36,20
20,"Scoop Jardine, G",SYR,33,31.9,190,5.8,94,2.8,7.2,2.02,21
21,"Chris Wroblewski, G",COR,26,32.7,149,5.7,71,2.7,7.0,2.10,22
22,"Jesse Sanders, G",LIB,32,32.6,183,5.7,96,3.0,7.0,1.91,23
23,"Keegan Bell, G",CHAT,32,34.5,182,5.7,77,2.4,6.6,2.36,24
24,"Darryl Shazier, G",BUCK,33,31.9,185,5.6,49,1.5,7.0,3.78,25
25,"Devin Gibson, G",UTSA,32,34.8,179,5.6,103,3.2,6.4,1.74,26
26,"Stallon Saldivar, G",NAU,31,26.0,172,5.5,57,1.8,8.5,3.02,27
27,"Juwan Staten, G",DAY,34,29.1,188,5.5,90,2.6,7.6,2.09,28
28,"Dairese Gary, G",UNM,33,33.8,182,5.5,92,2.8,6.5,1.98,29
29,"Tu Holloway, G",XAV,31,38.4,169,5.5,105,3.4,5.7,1.61,30
30,"Zack Rosen, G",PENN,28,36.7,152,5.4,75,2.7,5.9,2.03,31
31,"Julyan Stone, G",UTEP,34,36.6,183,5.4,63,1.9,5.9,2.90,32
32,"Kaylon Williams, G",MILW,32,32.7,172,5.4,102,3.2,6.6,1.69,33
33,"Jason Brickman, G",LIU,32,22.8,172,5.4,61,1.9,9.4,2.82,34
34,"Marlon Rivera, G",FGCU,30,31.8,161,5.4,114,3.8,6.8,1.41,35
35,"Chris Wright, G",GTWN,28,32.8,150,5.4,80,2.9,6.5,1.88,36
36,"Reggie Hamilton, G",OAK,34,28.7,182,5.4,125,3.7,7.5,1.46,37
37,"Frankie Dobbs, G",BRY,30,36.6,160,5.3,85,2.8,5.8,1.88,38
38,"Aleek Pauline, G",NORF,31,36.2,165,5.3,111,3.6,5.9,1.49,39
39,"Norris Cole, G",CLEV,34,35.6,179,5.3,93,2.7,5.9,1.92,40
40,"Peyton Siva, G",LOU,34,27.9,179,5.3,96,2.8,7.5,1.86,41
41,"Shemik Thompson, G",CCSU,31,33.1,163,5.3,86,2.8,6.4,1.90,42
42,"Sean McGonagill, G",BRWN,28,33.3,147,5.3,88,3.1,6.3,1.67,43
43,"Matthew Dellavedova, G",SMC,33,35.2,173,5.2,78,2.4,6.0,2.22,44
44,"Nolan Smith, G",DUKE,34,34.2,178,5.2,109,3.2,6.1,1.63,45
45,"Kevin White, G",UMES,31,30.5,162,5.2,104,3.4,6.9,1.56,46
46,"Perry Webster, G",CSF,30,29.8,155,5.2,58,1.9,6.9,2.67,47
47,"Junard Hartley, G",CAMP,31,33.9,160,5.2,98,3.2,6.1,1.63,48
48,"Brad Wanamaker, G",PITT,32,30.3,164,5.1,72,2.3,6.8,2.28,49
49,"Anthony Nelson, G",NIAG,29,37.3,147,5.1,105,3.6,5.4,1.40,50
50,"Tim Frazier, G",PSU,33,30.5,166,5.0,79,2.4,6.6,2.10,51
51,"Randy Davis, G",BALL,32,29.8,160,5.0,87,2.7,6.7,1.84,52
52,"Mike Douglas, G",WMU,32,31.6,160,5.0,72,2.3,6.3,2.22,53
53,"Ray McCallum, G",DET,33,33.3,161,4.9,85,2.6,5.9,1.89,54
54,"Ryan White, G",TXST,32,29.5,155,4.8,94,2.9,6.6,1.65,55
55,"Caleb Brown, G",PEAY,33,31.0,158,4.8,98,3.0,6.2,1.61,56
56,"C.J. Reed, G",COOK,33,38.7,158,4.8,98,3.0,4.9,1.61,57
57,"Sultan Toles-Bey, G",SAC,28,36.0,134,4.8,100,3.6,5.3,1.34,58
58,"Corey Fisher, G",NOVA,32,33.3,153,4.8,72,2.3,5.7,2.13,59
59,"La'Shard Anderson, G",BSU,32,32.7,153,4.8,97,3.0,5.9,1.58,60
60,"Joey Rodriguez, G",VCU,34,33.4,162,4.8,79,2.3,5.7,2.05,61
61,"Charles Jenkins, G",HOF,32,37.4,152,4.8,70,2.2,5.1,2.17,62
62,"Jordan Taylor, G",WIS,31,36.2,147,4.7,35,1.1,5.2,4.20,63
63,"A.J. Walton, G",BAY,30,33.0,142,4.7,101,3.4,5.7,1.41,64
64,"Zamal Nixon, G",HOU,30,33.5,141,4.7,69,2.3,5.6,2.04,65
65,"Drae Murray, G",SHSU,31,27.2,145,4.7,49,1.6,6.9,2.96,66
66,"Carl Blair, G",OKLA,30,27.6,140,4.7,91,3.0,6.8,1.54,67
67,"Tony Taylor, G",GW,31,33.4,144,4.6,81,2.6,5.6,1.78,68
68,"Josh Slater, G",LIP,30,31.1,139,4.6,92,3.1,6.0,1.51,69
69,"Hernst Laroche, G",NMSU,33,34.5,152,4.6,88,2.7,5.3,1.73,70
70,"Lance Jeter, G",NEB,31,30.1,142,4.6,63,2.0,6.1,2.25,71
71,"Antoine Young, G",CREI,33,35.9,151,4.6,68,2.1,5.1,2.22,72
72,"Anthony Crater, G",USF,30,33.6,137,4.6,76,2.5,5.4,1.80,73
73,"J.P. Primm, G",UNCA,32,33.0,146,4.6,99,3.1,5.5,1.47,74
74,"Brian Voelkel, F",UVM,31,30.6,141,4.5,61,2.0,5.9,2.31,75
75,"Ben Drayton III, G",GASO,32,37.0,145,4.5,113,3.5,4.9,1.28,76
76,"Reggie Jackson, G",BC,32,34.0,145,4.5,73,2.3,5.3,1.99,77
77,"Maalik Wayns, G",NOVA,32,30.0,145,4.5,89,2.8,6.0,1.63,78
78,"Byron Mulkey, G",BUFF,31,35.0,140,4.5,77,2.5,5.2,1.82,79
79,"Jorge Gutierrez, G",CAL,31,33.7,140,4.5,91,2.9,5.4,1.54,80
80,"Derek Needham, G",FAIR,31,35.0,140,4.5,121,3.9,5.2,1.16,81
81,"Brad Tinsley, G",VAN,33,32.5,149,4.5,63,1.9,5.6,2.37,82
82,"Aaron Craft, G",OSU,34,29.5,153,4.5,73,2.1,6.1,2.10,83
