,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
84,2010,25.0,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2010,26.0,OKC,Quincy Pondexter,University of Washington,5,279,5042,1466,567,230,0.424,0.365,0.732,18.1,5.3,2.0,0.8,9.1,0.087,-1.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,MEM,64,15.7,4.2,1.7-3.7,.452,0.3-1.1,.301,0.5-0.8,.623,,,,,,,,,,,,,,,,,,,,,,,SG,NO/MEM,75,23.9,7.2,2.5-6.0,.421,1.2-3.3,.373,0.9-1.3,.740,,,,,,,,,,,
86,2010,27.0,NJN,Jordan Crawford,Xavier University,4,257,6348,3132,665,813,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,WSH,64,27.4,14.7,5.5-13.6,.400,1.2-4.3,.289,2.5-3.2,.793,SG,BOS/WSH,70,24.4,11.6,4.3-10.4,.415,1.2-3.5,.337,1.8-2.3,.811,SG,BOS/GS,81,23.0,11.0,4.0-9.7,.415,1.1-3.5,.316,1.8-2.1,.864,,,,,,,,,,,,,,,,,,,,,,
87,2010,28.0,MEM,Greivis Vasquez,University of Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.5,1.1,,,,,,,,,,,,,,,,,,,,,,,PG,MEM,70,12.3,3.6,1.4-3.3,.408,0.4-1.2,.291,0.5-0.6,.773,PG,NO,66,25.8,8.9,3.4-7.9,.430,0.7-2.0,.319,1.5-1.8,.821,PG,NO,78,34.4,13.9,5.6-13.0,.433,1.1-3.1,.342,1.6-2.0,.805,PG,SAC/TOR,79,22.5,9.6,3.5-8.3,.421,1.4-3.7,.377,1.2-1.4,.880,PG,TOR,82,24.3,9.5,3.6-8.8,.408,1.6-4.3,.379,0.6-0.8,.758,,,,,,,,,,,
88,2010,29.0,ORL,Daniel Orton,University of Kentucky,3,51,542,143,126,24,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2010,30.0,WAS,Lazar Hayward,Marquette University,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2010,31.0,NJN,Tibor Pleiss,,1,12,82,24,15,2,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-8.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2010,32.0,MIA,Dexter Pittman,University of Texas at Austin,4,50,347,116,89,9,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-6.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2010,33.0,SAC,Hassan Whiteside,Marshall University,5,146,3567,1738,1469,41,0.606,0.0,0.592,24.4,11.9,10.1,0.3,16.3,0.22,1.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,MIA,6,31.5,17.5,7.5-13.5,.556,0.0-0.0,.000,2.5-5.0,.500
93,2010,34.0,POR,Armon Johnson,"University of Nevada, Reno",2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-6.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2010,35.0,WAS,Nemanja Bjelica,,2,66,1166,336,234,87,0.451,0.369,0.71,17.7,5.1,3.5,1.3,1.8,0.075,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MIN,6,15.2,4.7,1.7-5.2,.323,0.7-2.7,.250,0.7-1.2,.571
95,2010,36.0,DET,Terrico White,University of Mississippi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2010,37.0,MIL,Darington Hobson,University of New Mexico,1,5,39,4,3,6,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2010,38.0,NYK,Andy Rautins,Syracuse University,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2010,39.0,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8,,,,,,,,,,,,,,,,,,,,,,,SG,NY,82,31.0,9.7,3.6-7.3,.497,1.0-2.7,.393,1.4-1.8,.769,SG,NY,66,28.7,8.8,3.6-7.8,.460,0.5-1.8,.256,1.2-2.1,.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2010,40.0,IND,Lance Stephenson,University of Cincinnati,7,346,8694,3042,1453,1051,0.451,0.305,0.691,25.1,8.8,4.2,3.0,13.8,0.076,-0.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,IND,78,29.2,8.8,3.5-7.7,.460,0.8-2.4,.330,1.0-1.5,.652,SG,IND,78,35.3,13.8,5.5-11.2,.491,1.1-3.1,.352,1.8-2.5,.711,SG,CHA,61,25.8,8.2,3.4-9.0,.376,0.3-1.7,.171,1.1-1.8,.627,SG,NO,6,27.0,9.7,4.3-9.2,.473,0.2-1.7,.100,0.8-1.3,.625
100,2010,41.0,MIA,Jarvis Varnado,Mississippi State University,2,37,397,107,72,16,0.582,0.0,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2010,42.0,MIA,Da'Sean Butler,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2010,43.0,LAL,Devin Ebanks,West Virginia University,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2010,44.0,MIL,Jerome Jordan,University of Tulsa,2,65,491,180,132,17,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,0.168,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2010,45.0,MIN,Paulao Prestes,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2010,46.0,PHO,Gani Lawal,Georgia Institute of Technology,1,1,2,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.009,-4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2010,47.0,MIL,Tiny Gallon,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2010,48.0,MIA,Latavious Williams,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2010,49.0,SAS,Ryan Richards,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2010,50.0,DAL,Solomon Alabi,Florida State University,2,26,181,39,61,5,0.314,0.0,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-5.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2010,51.0,OKC,Magnum Rolle,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2010,52.0,BOS,Luke Harangody,University of Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2010,53.0,ATL,Pape Sy,,1,3,21,7,3,2,0.333,0.0,1.0,7.0,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2010,54.0,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2010,55.0,UTA,Jeremy Evans,Western Kentucky University,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,UTAH,66,18.3,6.1,2.7-5.0,.527,0.0-0.0,.000,0.8-1.1,.680,,,,,,,,,,,,,,,,,,,,,,
115,2010,56.0,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013,-4.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2010,57.0,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2010,58.0,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,0.485,0.0,0.739,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2010,59.0,ORL,Stanley Robinson,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2010,60.0,PHO,Dwayne Collins,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2011,1.0,CLE,Kyrie Irving,Duke University,6,316,10746,6583,1086,1724,0.452,0.378,0.866,34.0,20.8,3.4,5.5,31.9,0.143,2.9,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,CLE,71,35.2,20.8,7.5-17.4,.430,1.7-4.8,.358,4.1-4.8,.861,PG,CLE,75,36.4,21.7,7.7-16.5,.468,2.1-5.0,.415,4.2-4.9,.863,PG,CLE,7,35.3,23.9,8.9-20.6,.431,2.7-6.9,.396,3.4-3.9,.889
121,2011,2.0,MIN,Derrick Williams,University of Arizona,6,377,8054,3503,1563,265,0.433,0.299,0.715,21.4,9.3,4.1,0.7,13.0,0.078,-3.1,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MIN,66,21.5,8.8,3.1-7.5,.412,0.6-2.1,.268,2.1-3.0,.697,PF,MIN,78,24.6,12.0,4.3-10.1,.430,0.8-2.5,.332,2.5-3.5,.706,PF,MIN/SAC,78,23.3,8.0,2.6-6.2,.427,0.3-1.3,.263,2.4-3.3,.718,PF,SAC,74,19.8,8.3,2.9-6.6,.447,0.7-2.1,.314,1.8-2.6,.684,,,,,,,,,,,
122,2011,3.0,UTA,Enes Kanter,,6,380,8073,4085,2567,204,0.527,0.375,0.762,21.2,10.8,6.8,0.5,21.3,0.127,-2.8,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,UTAH,66,13.2,4.6,1.8-3.6,.496,0.0-0.0,.000,1.1-1.6,.667,C,UTAH,70,15.4,7.2,2.9-5.4,.544,0.0-0.0,1.000,1.3-1.7,.795,C,UTAH,80,26.7,12.3,5.2-10.7,.491,0.0-0.0,.000,1.9-2.6,.730,C,OKC/UTAH,75,28.5,15.5,6.4-12.4,.519,0.2-0.6,.356,2.4-3.1,.782,C,OKC,7,18.1,12.4,5.4-9.6,.567,0.0-0.4,.000,1.6-2.3,.688
123,2011,4.0,CLE,Tristan Thompson,University of Texas at Austin,6,395,11243,3787,3378,314,0.504,0.0,0.628,28.5,9.6,8.6,0.8,28.4,0.121,-0.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,CLE,60,23.7,8.2,3.2-7.4,.439,0.0-0.0,.000,1.8-3.2,.552,C,CLE,82,31.3,11.7,4.8-9.7,.488,0.0-0.0,.000,2.2-3.5,.608,C,CLE,82,31.6,11.7,4.4-9.3,.477,0.0-0.0,.000,2.9-4.1,.693,C,CLE,82,26.8,8.5,3.3-6.0,.547,0.0-0.0,.000,1.9-3.0,.641,C,CLE,7,28.3,5.6,2.4-3.6,.680,0.0-0.0,.000,0.7-1.7,.417
124,2011,5.0,TOR,Jonas Valanciunas,,5,288,7572,3270,2381,188,0.555,0.0,0.776,26.3,11.4,8.3,0.7,26.3,0.167,-0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,TOR,81,28.2,11.3,4.4-8.3,.531,0.0-0.0,.000,2.4-3.2,.762,C,TOR,80,26.2,12.0,4.7-8.2,.572,0.0-0.0,.000,2.7-3.5,.786,C,TOR,5,31.0,13.8,5.2-10.0,.520,0.0-0.0,.000,3.4-4.0,.850
125,2011,6.0,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,WSH,57,18.9,4.7,2.1-3.8,.537,0.0-0.0,.000,0.6-1.1,.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2011,7.0,SAC,Bismack Biyombo,,6,372,7891,1715,2426,119,0.506,0.0,0.557,21.2,4.6,6.5,0.3,15.2,0.092,-2.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,CHA,63,23.1,5.2,2.0-4.4,.464,0.0-0.0,.000,1.1-2.3,.483,C,CHA,80,27.3,4.8,2.0-4.3,.451,0.0-0.0,.000,0.9-1.8,.521,C,CHA,77,13.9,2.9,1.1-1.9,.611,0.0-0.0,.000,0.6-1.2,.517,C,CHA,64,19.4,4.8,1.6-2.9,.543,0.0-0.0,.000,1.6-2.7,.583,C,ORL,6,21.2,3.7,1.5-3.7,.409,0.0-0.0,.000,0.7-1.7,.400
127,2011,8.0,DET,Brandon Knight,University of Kentucky,6,336,11009,5317,1177,1523,0.415,0.358,0.808,32.8,15.8,3.5,4.5,11.0,0.048,-1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,DET,66,32.3,12.8,4.8-11.7,.415,1.6-4.2,.380,1.6-2.1,.759,PG,DET,75,31.5,13.3,4.8-11.7,.407,1.6-4.4,.367,2.2-3.0,.733,PG,MIL,72,33.3,17.9,6.4-15.2,.422,1.5-4.7,.325,3.6-4.5,.802,PG,MIL/PHX,63,32.3,17.0,6.0-14.1,.422,2.0-5.1,.389,3.1-3.5,.874,PG,PHX,8,26.3,11.5,4.1-12.0,.344,0.9-3.5,.250,2.4-2.5,.950
128,2011,9.0,CHA,Kemba Walker,University of Connecticut,6,370,12461,6453,1417,1979,0.404,0.337,0.822,33.7,17.4,3.8,5.3,25.6,0.099,1.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,CHA,66,27.2,12.1,4.3-11.6,.366,1.0-3.4,.305,2.5-3.2,.789,PG,CHA,82,34.9,17.7,6.4-15.2,.423,1.3-4.0,.322,3.6-4.5,.798,PG,CHA,73,35.8,17.7,6.2-15.7,.393,1.5-4.5,.333,3.9-4.6,.837,PG,CHA,62,34.2,17.3,6.1-15.8,.385,1.4-4.5,.304,3.8-4.6,.827,PG,CHA,6,32.0,24.3,7.8-16.0,.490,3.2-6.5,.487,5.5-6.8,.805
129,2011,10.0,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6.0,1.0,1.4,2.4,0.037,-4.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,SAC,61,18.6,7.6,2.8-7.3,.386,1.3-3.5,.361,0.7-0.8,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2011,11.0,GSW,Klay Thompson,Washington State University,6,393,12784,7231,1292,902,0.449,0.416,0.853,32.5,18.4,3.3,2.3,29.5,0.111,0.4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,GS,66,24.4,12.5,4.8-10.9,.443,1.7-4.1,.414,1.2-1.4,.868,SG,GS,82,35.8,16.6,6.2-14.7,.422,2.6-6.4,.401,1.6-1.9,.841,SG,GS,81,35.4,18.4,6.9-15.5,.444,2.8-6.6,.417,1.8-2.3,.795,SG,GS,77,31.9,21.7,7.8-16.9,.463,3.1-7.1,.439,2.9-3.3,.879,SG,GS,7,35.9,17.0,7.0-17.0,.412,1.6-7.6,.208,1.4-1.6,.909
131,2011,12.0,UTA,Alec Burks,University of Colorado,5,259,5965,2751,757,504,0.432,0.365,0.751,23.0,10.6,2.9,1.9,8.9,0.071,-1.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,UTAH,59,15.9,7.2,2.6-6.1,.429,0.3-0.8,.333,1.8-2.4,.727,,,,,,,,,,,,SG,UTAH,78,28.1,14.0,4.9-10.7,.457,0.6-1.8,.350,3.6-4.8,.748,,,,,,,,,,,,,,,,,,,,,,
132,2011,13.0,PHO,Markieff Morris,University of Kansas,6,378,9631,4357,2058,642,0.443,0.325,0.76,25.5,11.5,5.4,1.7,14.8,0.074,-0.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,PHX,63,19.5,7.4,2.8-6.9,.399,0.7-2.0,.347,1.2-1.7,.717,PF,PHX,82,22.4,8.2,3.2-8.0,.407,0.5-1.6,.336,1.1-1.5,.732,PF,PHX,81,26.6,13.8,5.1-10.4,.486,0.4-1.3,.315,3.2-4.0,.792,PF,PHX,82,31.5,15.3,6.2-13.4,.465,0.7-2.2,.318,2.2-2.8,.763,PF,WSH,6,34.0,13.7,4.8-12.7,.382,1.2-2.7,.438,2.8-3.7,.773
133,2011,14.0,HOU,Marcus Morris,University of Kansas,6,344,8565,3523,1439,499,0.432,0.363,0.702,24.9,10.2,4.2,1.5,15.9,0.089,-0.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,HOU/PHX,77,19.8,7.7,2.9-6.8,.422,1.1-3.0,.369,0.9-1.5,.564,PF,PHX,82,22.0,9.7,3.5-7.9,.442,1.2-3.2,.381,1.5-1.9,.761,PF,PHX,81,25.2,10.4,4.1-9.4,.434,1.4-3.9,.358,0.9-1.4,.628,PF,DET,7,30.6,16.4,6.4-13.7,.469,1.6-4.6,.344,2.0-2.4,.824
134,2011,15.0,IND,Kawhi Leonard,San Diego State University,6,331,9900,4805,2077,667,0.499,0.39,0.837,29.9,14.5,6.3,2.0,43.5,0.211,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,SA,64,24.0,7.9,3.1-6.3,.493,0.6-1.7,.376,1.1-1.4,.773,,,,,,,,,,,,SF,SA,66,29.1,12.8,5.1-9.8,.522,1.0-2.8,.379,1.5-1.9,.802,SF,SA,64,31.8,16.5,6.2-12.8,.479,1.0-3.0,.349,3.2-3.9,.802,SF,SA,7,31.4,26.4,8.1-17.0,.479,1.4-4.3,.333,8.7-9.0,.968
135,2011,16.0,PHI,Nikola Vucevic,University of Southern California,6,331,9945,4797,3250,625,0.511,0.269,0.723,30.0,14.5,9.8,1.9,24.6,0.119,0.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,ORL,77,33.2,13.1,6.0-11.5,.519,0.0-0.0,.000,1.1-1.6,.683,,,,,,,,,,,,C,ORL,74,34.2,19.3,8.5-16.3,.523,0.0-0.1,.333,2.2-2.9,.752,C,ORL,7,28.0,12.3,5.4-10.7,.507,0.0-0.0,.000,1.4-3.0,.476
136,2011,17.0,NYK,Iman Shumpert,Georgia Institute of Technology,6,301,7676,2218,1075,611,0.395,0.337,0.76,25.5,7.4,3.6,2.0,10.0,0.063,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,NY,59,28.9,9.5,3.6-9.1,.401,0.8-2.7,.306,1.5-1.8,.798,,,,,,,,,,,,SG,NY,74,26.5,6.7,2.5-6.5,.378,1.0-3.1,.333,0.7-1.0,.746,SG,CLE/NY,62,24.9,8.0,3.1-7.6,.410,1.1-3.2,.342,0.7-1.0,.672,SG,CLE,7,21.7,6.9,2.1-4.1,.517,1.1-2.1,.533,1.4-1.7,.833
137,2011,18.0,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,WSH,66,21.7,4.6,1.8-4.7,.372,0.7-1.9,.346,0.5-0.7,.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2011,19.0,CHA,Tobias Harris,University of Tennessee,6,309,8741,4109,1787,475,0.466,0.327,0.802,28.3,13.3,5.8,1.5,19.5,0.107,-0.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,ORL,61,30.3,14.6,5.4-11.7,.464,0.5-2.1,.254,3.2-4.0,.807,SF,ORL,68,34.8,17.1,6.5-14.0,.466,1.3-3.5,.364,2.8-3.6,.788,SF,DET,7,33.0,17.9,6.9-13.0,.527,1.3-3.3,.391,2.9-3.3,.870
